exposure	outcome	id.exposure	id.outcome	samplesize	SNP	b	se	p
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs1553754	0.00897905586363363	0.00415769007725335	0.0308016289088016
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs1617988	0.00899109697531144	0.0041615119708899	0.030731189652637
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs1627507	0.00894853106637945	0.00415863450943899	0.0314134636249028
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs163093	0.00895918683446201	0.00415885334298597	0.0312210047566811
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs164282	0.00899105104804242	0.00415907682912565	0.0306343601541099
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs1644005	0.00892319190035815	0.00415749901408689	0.0318499766280637
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs1644507	0.00897155436809144	0.00415909413592639	0.0309983904325257
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs164512	0.00894984846077575	0.00415901572967708	0.0314040472187114
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs1663671	0.00896754137196951	0.00415801239052034	0.0310298711277414
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs1684466	0.00896295646985165	0.00415735701270384	0.0310893989063286
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs16924144	0.00896316275945219	0.00415744979070037	0.0310892811806878
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs169363	0.00893577198385293	0.00415970954388534	0.0317000862747748
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs1705333	0.00897594321531233	0.00415825087717036	0.0308822795486627
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs17057868	0.00897521482535665	0.00415823784935319	0.0308953586445609
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs17098678	0.00897605758007729	0.00415809349292577	0.0308738005944596
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs17181428	0.00898115071703356	0.00415658312859798	0.0307181201541429
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs17204454	0.00897098863050278	0.00415828767927115	0.0309764060642081
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs1737605	0.00898809068408841	0.00415898878242283	0.0306857582032304
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs17445108	0.00897710484898352	0.00415786807250673	0.0308451726701495
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs174551	0.00965553186071184	0.00407725619066067	0.0178775515708154
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs17547610	0.00896526975064104	0.00415795736104567	0.0310702649953174
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs17772583	0.00898414483074425	0.0041567722561797	0.0306700753049055
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs1779773	0.0089463665485137	0.00415919745710024	0.0314774746305856
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs1787663	0.00897589701886414	0.0041580931203432	0.0308767833987195
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs179768	0.00897444241171213	0.00415832169225543	0.0309131724904341
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs1799595	0.00897116602122695	0.00415827410836928	0.030972536913833
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs1800440	0.00897419403093745	0.00415830909094242	0.0309173065791817
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs181461000	0.00895424406029284	0.00416022177985258	0.0313699742583412
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs181579	0.00889802332774917	0.00415735807009891	0.0323299501081497
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs182229954	0.00891596463118908	0.0041617271215088	0.0321636176459497
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs183991587	0.00902340331518242	0.0041590107997514	0.0300369155667769
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs184163934	0.00897204271325022	0.00415833576669003	0.0309586179185789
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs185774274	0.00893588074222906	0.00415226544110728	0.0313934563844114
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs185774696	0.00890420061991296	0.00413524659998097	0.0312993992445053
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs185831190	0.00893400757610511	0.00414148479041558	0.0309901486767442
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs186399184	0.0091839680203947	0.00414059561627294	0.0265527421012466
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs186520974	0.00893951221388735	0.0041592716401388	0.0316108231253502
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs188573597	0.00896945191067042	0.00415942772532565	0.0310512824618311
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs188575117	0.00891348140696812	0.00415225065370113	0.0318201480140606
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs188694433	0.00891447540887079	0.00414643609466987	0.0315621248896126
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs1888072	0.00897402145630049	0.00415831410992951	0.0309207349191824
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs189099472	0.00898710096042711	0.00415908449933729	0.030707983220541
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs189324776	0.00896958835183267	0.0041589515794692	0.0310294691708072
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs189782794	0.00897269382149391	0.00415876713268875	0.0309638500891787
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs190263045	0.00897140794564681	0.00415829823517421	0.0309689825897598
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs190438685	0.0089727190825905	0.00415834326933286	0.0309462660463133
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs190915926	0.00895822082191588	0.00415444304080941	0.031060335691325
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs191251309	0.00894993939633392	0.00414955124195593	0.0310177332498443
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs191699156	0.00899318926703193	0.00415905636201203	0.0305939170914963
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs192258066	0.00896613216039795	0.00415897650312186	0.0310953297028724
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs192482979	0.00897969001063068	0.00415775935590198	0.0307926012272666
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs193147579	0.00890966366960817	0.00413466458724687	0.031172027688591
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs1946131	0.00897701864096	0.00415794662350015	0.0308499452565467
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs194676	0.00891278124557711	0.00415768313736437	0.0320577825704999
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs1963840	0.00900197620670653	0.00415861417826713	0.0304139086460257
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs1971814	0.00896519259419747	0.00415895001632012	0.0311119072205407
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs1981551	0.00897602733589101	0.00416107784484828	0.0309947601275513
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs199805492	0.00894166127499717	0.00415878109262541	0.0315498529386946
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2002155	0.00902124089905194	0.00415775581626617	0.0300266975872724
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs200305098	0.00896839462220064	0.00415909551101292	0.0310576774585974
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs200410144	0.00886916636013852	0.00415250083977054	0.0326907106443479
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs201011002	0.00896721850752518	0.00415775165814448	0.0310253810048148
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs201024593	0.00891522244265431	0.00416652519739308	0.0323769137018617
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs201519354	0.00894294842472552	0.00415869875603448	0.0315220182755417
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs201962501	0.00900239792042434	0.00415938127698155	0.0304367411587881
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs202162912	0.00897961230091619	0.00415902996486385	0.0308451940902948
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs202204907	0.00903965133334743	0.00415961533685542	0.0297657148240868
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2029745	0.00897556213306725	0.00415821393789388	0.0308879073102644
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2032006	0.00894430270523843	0.00415864655522816	0.0314941596066217
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2046788	0.00895330160394172	0.00415870490441744	0.0313260505434607
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs204992	0.00893777273563865	0.00415256146588603	0.0313696646696704
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2057562	0.008970384446689	0.00415905357364935	0.0310186704265961
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2066844	0.00896766937206375	0.00415786668403142	0.0310215790683925
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2070901	0.00896203470619375	0.00415634180423366	0.0310656008535724
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2078290	0.0086367325370744	0.0041446267816378	0.0371748670084427
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2111574	0.00893561446736672	0.0041583042487982	0.0316454842145003
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2143793	0.00894623700970146	0.00415954843896538	0.031494262928325
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2205759	0.00894071354501697	0.00415834899481081	0.0315502084169914
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2230624	0.00896539599855104	0.00415763231655318	0.0310547402456612
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs223819	0.00897478464598736	0.0041582419839417	0.0309035623147733
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2239349	0.00897368546977379	0.00415832366258339	0.030927401656192
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2243284	0.00902939669762543	0.0041610282747649	0.0300074769482105
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2262046	0.00902263086922111	0.00415876145089544	0.0300411356738404
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs227136	0.00896790745212774	0.00415769034746375	0.0310099867430489
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2282160	0.00896969730271608	0.00415819346214024	0.0309967835865137
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2315649	0.00897419388202573	0.00415830891253423	0.030917302165741
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2381384	0.00898005872423386	0.00415752097791551	0.0307761440361448
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2418550	0.00894904705484747	0.00415889714238217	0.0314143947260237
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2428493	0.00897116722631674	0.00415830348618654	0.0309737008811343
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2439042	0.00895238354020355	0.00415878392492657	0.0313466246592421
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs252872	0.00898605631329984	0.00415948149720347	0.030743344830187
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2592555	0.00894384902761189	0.00415939870921308	0.0315335073059982
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2621348	0.00881164105367563	0.00415674543823516	0.0340194229488714
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2652696	0.00899225664933499	0.00415926460688394	0.0306195370432868
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs274945	0.00897721916841995	0.00415808514399735	0.0308517838156151
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2766678	0.00894095302498118	0.00415929465963377	0.0315843327095996
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs28361092	0.00902819925618123	0.00415912047699359	0.0299539220078157
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs28429038	0.00893727425081167	0.00415869153560679	0.031629708467297
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs28514280	0.00893413985787017	0.00415851008602642	0.0316820540811006
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2852714	0.00897364454842838	0.00415834080246528	0.030928858342455
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2856236	0.00892341372444345	0.00415784606608645	0.0318600082853644
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs28607030	0.0089687390170056	0.00415797521445823	0.0310059178080509
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs28617673	0.00897352879562305	0.00415836928838283	0.0309321721520389
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs28635831	0.0090331344417468	0.00415883523009375	0.0298530454926636
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs28749158	0.00908494774787105	0.00415712541697977	0.0288601324717783
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs28798705	0.00739243251121662	0.0041280248570542	0.0733267331378647
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs28893537	0.00895658728653435	0.004161228194989	0.0313666254580081
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2922999	0.00895419973853658	0.00416111529679264	0.0314072053123211
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs2923009	0.00867929051528975	0.00415255928710294	0.0366082478132472
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs3024664	0.00896654075899017	0.0041580816533803	0.0310514412300253
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs3024971	0.00895807015982646	0.00415748658589993	0.0311865644215211
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs3091308	0.00876281692258396	0.00416100229414038	0.0352096532370292
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs3116990	0.00901874293438371	0.00415976246000681	0.0301517747690665
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs3122929	0.00897008226157373	0.00415839996928082	0.0309979169351054
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs3131024	0.00895516973734293	0.00415415578744109	0.0311060428978861
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs3135911	0.00890643066472236	0.00415748710276916	0.0321723269214838
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs3181359	0.00899809404345269	0.00415890703155769	0.0304972264379998
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs322355	0.00901112554579515	0.00415870173520096	0.030249178835537
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs34108746	0.00897479811708169	0.00415824366423676	0.0309033783719651
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs34111295	0.00895880059426389	0.00415919561175857	0.0312421848219059
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs34173062	0.00897556191970478	0.00415824111839615	0.0308890070689305
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs34215892	0.00898201321525698	0.00415622299211576	0.0306876210301719
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs34240248	0.00880641711197092	0.00414468789155747	0.0336076498572027
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs34368225	0.00892575570552039	0.00415754482358304	0.0318027237134325
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs34607223	0.0089581420552169	0.00415894508815847	0.0312444273558338
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs34630948	0.00898961463298047	0.00415870202357379	0.0306459730098178
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs34660307	0.00897275429933875	0.00415834332247662	0.0309456094116084
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs35032841	0.00903987870382818	0.00415706599300491	0.0296614936945414
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs35058813	0.00894763891412005	0.00415929599430942	0.0314573561821736
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs35167234	0.00897266056467519	0.00415834154682496	0.0309472912048278
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs35177143	0.00896393080716044	0.00415963244467434	0.0311632849050124
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs35330847	0.00897609158922241	0.00415812488878373	0.0308744309907918
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs35407628	0.00897545644335562	0.00415898689813484	0.0309210517484122
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs35449774	0.0089762551390789	0.00415815990390816	0.0308727887434786
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs35453239	0.00897344276802603	0.00415833218456791	0.0309322835934735
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs35462600	0.00895828743858679	0.00415309686103832	0.0310045855222619
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs35586997	0.00903070618038896	0.00415871961684486	0.0298925522771871
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs35646041	0.00898820910118428	0.00415889844041386	0.0306799344229241
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs35668054	0.00896581942752924	0.00415719252841047	0.0310290038334518
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs35960329	0.00897073248093566	0.00415824276965608	0.0309793880137174
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs36198584	0.0090027791028287	0.00415893015443691	0.0304117174124867
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs364359	0.00898487445009886	0.00415897780517269	0.0307450874975642
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs369028166	0.00894187192465657	0.00415944442991264	0.0315729733151818
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs370363575	0.00896846766109549	0.00415804388028366	0.031013779030768
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs370887151	0.00893315028229697	0.00415805892995288	0.0316824418205256
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs371601488	0.00898440333156619	0.00415887765651628	0.0307498263185477
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs371891784	0.00897227753081386	0.00415904775759043	0.0309829747006155
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs3749833	0.00900886167619077	0.00415312187385847	0.0300691530476863
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs375069308	0.00894854366493245	0.00415568693915479	0.0312931626003344
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs377618546	0.008965032672538	0.00415894029139334	0.031114518314267
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs3777755	0.00896980997214329	0.00415812026469223	0.0309917152325771
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs3825729	0.0090123160705577	0.00415998689824146	0.030278423306837
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs3826620	0.00896660677496317	0.004157530736814	0.0310279174176936
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs3828058	0.00896411404437501	0.00415758638454651	0.0310769458465466
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs3867128	0.00895238144801307	0.0041598603169436	0.0313905002257291
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs4097694	0.00897220893114337	0.00415928062842629	0.0309936656572213
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs41263792	0.00904660491857488	0.00416415895305281	0.0298185198222509
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs41265154	0.00897285283261149	0.00415834120528307	0.0309436808147021
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs41283642	0.00896997523827736	0.0041582475827709	0.0309937640785172
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs41285280	0.0089548533245023	0.00415528788949458	0.0311579187829332
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs41316239	0.00890948405924408	0.00416323575806214	0.0323516700014974
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs4141168	0.00892001644333145	0.00415745294911228	0.0319090275299889
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs4245080	0.00896967581701444	0.00415807137059162	0.03099225248712
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs4365903	0.00900190416101549	0.00415857292190115	0.0304135905604743
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs4385322	0.00896203919900716	0.0041595369850594	0.0311950167447436
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs4393428	0.00897550724316034	0.00415823937116862	0.0308899578551467
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs4510515	0.00889764083574399	0.00415551839376949	0.0322609227161011
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs4548024	0.00901855925410269	0.00415787850797471	0.0300804787868178
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs4550510	0.00899241888503166	0.00415871483301911	0.0305945077381876
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs4665699	0.00897943310132296	0.00415725675655757	0.0307771667714953
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs4673685	0.00892372065565605	0.00415757530765402	0.0318429772395116
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs4713678	0.00897088364784891	0.00415825226276063	0.0309769410855189
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs4719622	0.00897229734205389	0.00415833328945697	0.0309537533435427
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs4742254	0.00894908452400088	0.00415901197438221	0.0314183665145485
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs4749997	0.00897523247015602	0.00415821609483332	0.0308941518852232
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs4785704	0.00901738469147888	0.0041579536099395	0.0301049065240757
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs4787938	0.00897341862411127	0.00415833575539958	0.0309328791656211
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs4833096	0.00900427701453062	0.00416225855463367	0.030516948171954
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs4833938	0.00901452007569792	0.00415812800676824	0.0301642027485366
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs4845604	0.00897818674020947	0.00415805204833691	0.0308324020174193
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs4855569	0.00896864898098885	0.00415790034513443	0.0310045787633201
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs486363	0.00895083314264172	0.00415885870300439	0.0313790039820567
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs4897221	0.00895328995745813	0.00415900740196904	0.0313385817033259
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs4916532	0.00897151591984921	0.00415829751011019	0.0309669322407322
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs4924544	0.00892983657711303	0.00415933821484398	0.0317983076646807
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs4989956	0.0089496895202037	0.00415883873157537	0.0313998434868961
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs4999998	0.00894514135595848	0.00415900100872246	0.0314927108575386
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs5008056	0.00903321406609807	0.00415723912399763	0.0297887648717483
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs509399	0.00897167916505165	0.00415832470301475	0.0309649748908622
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs530098876	0.00897552393871898	0.00415820494741368	0.0308882582194
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs531660643	0.0104355740259686	0.00310705250249529	0.000783176204227226
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs533459121	0.0089326214478109	0.00416068926036367	0.0318005226023003
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs534331448	0.00890368524155956	0.00414267939436076	0.0316139842528199
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs534868470	0.00893851298340726	0.00415218544509438	0.0313403056324993
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs538313772	0.0089815412279078	0.00415890454696984	0.0308041892996567
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs540246625	0.00896560145839978	0.00415768108652278	0.0310528581964089
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs543989586	0.00897737953673697	0.00415809363841399	0.0308491338380753
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs544253	0.00897598574136528	0.00415821787217083	0.0308801550714454
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs545072519	0.00897986673517908	0.00415794011987412	0.030796581998877
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs545361737	0.00894707063153493	0.0041530836762927	0.031215096697075
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs549956721	0.00880108254942473	0.00414406845045669	0.0336886883727121
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs554448117	0.008934554708524	0.00413921612976697	0.0308879146969685
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs555816908	0.00889039335828472	0.00413672601197955	0.0316234950189954
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs55646091	0.00897149396112159	0.00415846148546835	0.0309739654841167
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs55661102	0.00897430079337056	0.00415834645883318	0.030916818406249
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs55745041	0.00902609271624481	0.00415781099060983	0.0299405356302173
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs55786261	0.00897234131288391	0.00415920949669947	0.0309883133463482
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs558257892	0.00896073370849991	0.00415596369305909	0.0310747231328566
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs55861950	0.00897642615743775	0.0041581020293737	0.0308672638651068
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs55864359	0.00894699403950971	0.00415893802067325	0.0314549811477379
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs55868394	0.00893077803096591	0.00415883571301654	0.0317596486046733
Asthma	LDL cholesterol	asthma_gwama	ieu-b-110	NA	rs55978515	0.00897029113140035	0.00415822979624632	0.0309871287493385
